Date,Open,High,Low,Close,Adj Close,Volume,Company
2023-01-03,243.0800018310547,245.75,237.39999389648438,239.5800018310547,236.18350219726562,25740000,Microsoft
2023-01-04,232.27999877929688,232.8699951171875,225.9600067138672,229.10000610351562,225.8520965576172,50623400,Microsoft
2023-01-05,227.1999969482422,227.5500030517578,221.75999450683594,222.30999755859375,219.15835571289062,39585600,Microsoft
2023-01-06,223.0,225.75999450683594,219.35000610351562,224.92999267578125,221.7412109375,43613600,Microsoft
2023-01-09,226.4499969482422,231.24000549316406,226.41000366210938,227.1199951171875,223.90016174316406,27369800,Microsoft
2023-01-10,227.75999450683594,231.30999755859375,227.3300018310547,228.85000610351562,225.60565185546875,27033900,Microsoft
2023-01-11,231.2899932861328,235.9499969482422,231.11000061035156,235.77000427246094,232.4275360107422,28669300,Microsoft
2023-01-12,235.25999450683594,239.89999389648438,233.55999755859375,238.50999450683594,235.12869262695312,27269500,Microsoft
2023-01-13,237.0,239.3699951171875,234.9199981689453,239.22999572753906,235.83848571777344,21333300,Microsoft
2023-01-17,237.97000122070312,240.91000366210938,237.08999633789062,240.35000610351562,236.94261169433594,29831300,Microsoft
2023-01-18,241.57000732421875,242.3800048828125,235.52000427246094,235.80999755859375,232.46697998046875,30028700,Microsoft
2023-01-19,233.77999877929688,235.52000427246094,230.67999267578125,231.92999267578125,228.6419677734375,28623000,Microsoft
2023-01-20,234.86000061035156,240.74000549316406,234.50999450683594,240.22000122070312,236.814453125,35389800,Microsoft
2023-01-23,241.10000610351562,245.1699981689453,239.64999389648438,242.5800018310547,239.14100646972656,31934000,Microsoft
2023-01-24,242.5,243.9499969482422,240.44000244140625,242.0399932861328,238.608642578125,40234400,Microsoft
2023-01-25,234.47999572753906,243.3000030517578,230.89999389648438,240.61000061035156,237.19891357421875,66526600,Microsoft
2023-01-26,243.64999389648438,248.30999755859375,242.0,248.0,244.48416137695312,33454500,Microsoft
2023-01-27,248.99000549316406,249.8300018310547,246.8300018310547,248.16000366210938,244.6418914794922,26498900,Microsoft
2023-01-30,244.50999450683594,245.60000610351562,242.1999969482422,242.7100067138672,239.2691650390625,25867400,Microsoft
2023-01-31,243.4499969482422,247.9499969482422,242.9499969482422,247.80999755859375,244.29685974121094,26541100,Microsoft
2023-02-01,248.0,255.17999267578125,245.47000122070312,252.75,249.1667938232422,31259900,Microsoft
2023-02-02,258.82000732421875,264.69000244140625,257.25,264.6000061035156,260.84881591796875,39940400,Microsoft
2023-02-03,259.5400085449219,264.20001220703125,257.1000061035156,258.3500061035156,254.6874542236328,29077300,Microsoft
2023-02-06,257.44000244140625,258.29998779296875,254.77999877929688,256.7699890136719,253.1298065185547,22518000,Microsoft
2023-02-07,260.5299987792969,268.7699890136719,260.0799865722656,267.55999755859375,263.7668762207031,50841400,Microsoft
2023-02-08,273.20001220703125,276.760009765625,266.2099914550781,266.7300109863281,262.9485778808594,54686000,Microsoft
2023-02-09,273.79998779296875,273.9800109863281,262.79998779296875,263.6199951171875,259.8827209472656,42375100,Microsoft
2023-02-10,261.5299987792969,264.0899963378906,260.6600036621094,263.1000061035156,259.3701171875,25818500,Microsoft
2023-02-13,267.6400146484375,274.6000061035156,267.1499938964844,271.32000732421875,267.4735412597656,44630900,Microsoft
2023-02-14,272.6700134277344,274.9700012207031,269.2799987792969,272.1700134277344,268.3115234375,37047900,Microsoft
2023-02-15,268.32000732421875,270.7300109863281,266.17999267578125,269.32000732421875,266.1669006347656,28922400,Microsoft
2023-02-16,264.0199890136719,266.739990234375,261.8999938964844,262.1499938964844,259.0808410644531,29603600,Microsoft
2023-02-17,259.3900146484375,260.0899963378906,256.0,258.05999755859375,255.0387420654297,30000100,Microsoft
2023-02-21,254.47999572753906,255.49000549316406,251.58999633789062,252.6699981689453,249.7118377685547,28397400,Microsoft
2023-02-22,254.08999633789062,254.33999633789062,250.33999633789062,251.50999450683594,248.56541442871094,22491100,Microsoft
2023-02-23,255.55999755859375,256.8399963378906,250.47999572753906,254.77000427246094,251.78724670410156,29219100,Microsoft
2023-02-24,249.9600067138672,251.0,248.10000610351562,249.22000122070312,246.30221557617188,24990900,Microsoft
2023-02-27,252.4600067138672,252.82000732421875,249.38999938964844,250.16000366210938,247.23121643066406,21190000,Microsoft
2023-02-28,249.07000732421875,251.49000549316406,248.72999572753906,249.4199981689453,246.4998779296875,22491000,Microsoft
2023-03-01,250.75999450683594,250.92999267578125,245.7899932861328,246.27000427246094,243.3867645263672,27565300,Microsoft
2023-03-02,246.5500030517578,251.39999389648438,245.61000061035156,251.11000061035156,248.17010498046875,24808200,Microsoft
2023-03-03,252.19000244140625,255.6199951171875,251.38999938964844,255.2899932861328,252.30116271972656,30760100,Microsoft
2023-03-06,256.42999267578125,260.1199951171875,255.97999572753906,256.8699951171875,253.8626708984375,24109800,Microsoft
2023-03-07,256.29998779296875,257.69000244140625,253.38999938964844,254.14999389648438,251.1745147705078,21473200,Microsoft
2023-03-08,254.0399932861328,254.5399932861328,250.80999755859375,253.6999969482422,250.72976684570312,17340200,Microsoft
2023-03-09,255.82000732421875,259.55999755859375,251.5800018310547,252.32000732421875,249.36593627929688,26653400,Microsoft
2023-03-10,251.0800018310547,252.7899932861328,247.60000610351562,248.58999633789062,245.67959594726562,28333900,Microsoft
2023-03-13,247.39999389648438,257.9100036621094,245.72999572753906,253.9199981689453,250.9471893310547,33339700,Microsoft
2023-03-14,256.75,261.07000732421875,255.86000061035156,260.7900085449219,257.7367858886719,33620300,Microsoft
2023-03-15,259.9800109863281,266.4800109863281,259.2099914550781,265.44000244140625,262.3323974609375,46028000,Microsoft
2023-03-16,265.2099914550781,276.55999755859375,263.2799987792969,276.20001220703125,272.9663391113281,54768800,Microsoft
2023-03-17,278.260009765625,283.3299865722656,276.32000732421875,279.42999267578125,276.1585693359375,69527400,Microsoft
2023-03-20,276.9800109863281,277.4800109863281,269.8500061035156,272.2300109863281,269.0428466796875,43466600,Microsoft
2023-03-21,274.8800048828125,275.0,269.5199890136719,273.7799987792969,270.5746765136719,34558700,Microsoft
2023-03-22,273.3999938964844,281.0400085449219,272.17999267578125,272.2900085449219,269.10211181640625,34873300,Microsoft
2023-03-23,277.94000244140625,281.05999755859375,275.20001220703125,277.6600036621094,274.4092712402344,36610900,Microsoft
2023-03-24,277.239990234375,280.6300048828125,275.2799987792969,280.57000732421875,277.2852478027344,28172000,Microsoft
2023-03-27,280.5,281.4599914550781,275.5199890136719,276.3800048828125,273.1442565917969,26840200,Microsoft
2023-03-28,275.7900085449219,276.1400146484375,272.04998779296875,275.2300109863281,272.0077209472656,21878600,Microsoft
2023-03-29,278.9599914550781,281.1400146484375,278.4100036621094,280.510009765625,277.2258605957031,25087000,Microsoft
2023-03-30,284.2300109863281,284.4599914550781,281.4800109863281,284.04998779296875,280.7243957519531,25053400,Microsoft
2023-03-31,283.7300109863281,289.2699890136719,283.0,288.29998779296875,284.9246826171875,32766000,Microsoft
2023-04-03,286.5199890136719,288.2699890136719,283.95001220703125,287.2300109863281,283.8672180175781,24883300,Microsoft
2023-04-04,287.2300109863281,290.45001220703125,285.6700134277344,287.17999267578125,283.81781005859375,25824300,Microsoft
2023-04-05,285.8500061035156,287.1499938964844,282.9200134277344,284.3399963378906,281.0110168457031,22064800,Microsoft
2023-04-06,283.2099914550781,292.0799865722656,282.0299987792969,291.6000061035156,288.1860656738281,29770300,Microsoft
2023-04-10,289.2099914550781,289.6000061035156,284.7099914550781,289.3900146484375,286.0019226074219,23103000,Microsoft
2023-04-11,285.75,285.9800109863281,281.6400146484375,282.8299865722656,279.51873779296875,27276600,Microsoft
2023-04-12,284.7900085449219,287.010009765625,281.9599914550781,283.489990234375,280.1709899902344,27403400,Microsoft
2023-04-13,283.5899963378906,289.8999938964844,283.1700134277344,289.8399963378906,286.4466552734375,24222700,Microsoft
2023-04-14,287.0,288.4800109863281,283.69000244140625,286.1400146484375,282.78997802734375,20987900,Microsoft
2023-04-17,289.92999267578125,291.6000061035156,286.1600036621094,288.79998779296875,285.4188232421875,23836200,Microsoft
2023-04-18,291.57000732421875,291.760009765625,287.010009765625,288.3699951171875,284.9938659667969,20161800,Microsoft
2023-04-19,285.989990234375,289.04998779296875,284.5400085449219,288.45001220703125,285.0729675292969,17150300,Microsoft
2023-04-20,285.25,289.0299987792969,285.0799865722656,286.1099853515625,282.76031494140625,23244400,Microsoft
2023-04-21,285.010009765625,286.2699890136719,283.05999755859375,285.760009765625,282.4144287109375,21676400,Microsoft
2023-04-24,282.0899963378906,284.95001220703125,278.7200012207031,281.7699890136719,278.47113037109375,26611000,Microsoft
2023-04-25,279.510009765625,281.6000061035156,275.3699951171875,275.4200134277344,272.1955261230469,45772200,Microsoft
2023-04-26,296.70001220703125,299.57000732421875,292.7300109863281,295.3699951171875,291.9118957519531,64599200,Microsoft
2023-04-27,295.9700012207031,305.20001220703125,295.25,304.8299865722656,301.26116943359375,46462600,Microsoft
2023-04-28,304.010009765625,308.92999267578125,303.30999755859375,307.260009765625,303.6627197265625,36446700,Microsoft
2023-05-01,306.9700012207031,308.6000061035156,305.1499938964844,305.55999755859375,301.9826354980469,21294100,Microsoft
2023-05-02,307.760009765625,309.17999267578125,303.9100036621094,305.4100036621094,301.8343505859375,26404400,Microsoft
2023-05-03,306.6199951171875,308.6099853515625,304.0899963378906,304.3999938964844,300.8361511230469,22360800,Microsoft
2023-05-04,306.239990234375,307.760009765625,303.3999938964844,305.4100036621094,301.8343505859375,22519900,Microsoft
2023-05-05,305.7200012207031,311.9700012207031,304.2699890136719,310.6499938964844,307.01300048828125,28181200,Microsoft
2023-05-08,310.1300048828125,310.20001220703125,306.0899963378906,308.6499938964844,305.03643798828125,21318600,Microsoft
2023-05-09,308.0,310.0400085449219,306.30999755859375,307.0,303.4057922363281,21340800,Microsoft
2023-05-10,308.6199951171875,313.0,307.6700134277344,312.30999755859375,308.6535949707031,30078000,Microsoft
2023-05-11,310.1000061035156,311.1199951171875,306.260009765625,310.1099853515625,306.4793701171875,31680200,Microsoft
2023-05-12,310.54998779296875,310.6499938964844,306.6000061035156,308.9700012207031,305.3526916503906,19758100,Microsoft
2023-05-15,309.1000061035156,309.8999938964844,307.5899963378906,309.4599914550781,305.8369140625,16336500,Microsoft
2023-05-16,309.8299865722656,313.7099914550781,309.8299865722656,311.739990234375,308.09027099609375,26730300,Microsoft
2023-05-17,312.2900085449219,314.42999267578125,310.739990234375,314.0,311.002197265625,24315000,Microsoft
2023-05-18,314.5299987792969,319.0400085449219,313.7200012207031,318.5199890136719,315.4790344238281,27276000,Microsoft
2023-05-19,316.739990234375,318.75,316.3699951171875,318.3399963378906,315.3007507324219,27529500,Microsoft
2023-05-22,318.6000061035156,322.5899963378906,318.010009765625,321.17999267578125,318.1136779785156,24115700,Microsoft
2023-05-23,320.0299987792969,322.7200012207031,315.25,315.260009765625,312.25018310546875,30797200,Microsoft
2023-05-24,314.7300109863281,316.5,312.6099853515625,313.8500061035156,310.8536071777344,23384900,Microsoft
2023-05-25,323.239990234375,326.8999938964844,320.0,325.9200134277344,322.8083801269531,43301700,Microsoft
2023-05-26,324.0199890136719,333.3999938964844,323.8800048828125,332.8900146484375,329.71185302734375,36630600,Microsoft
2023-05-30,335.2300109863281,335.739990234375,330.5199890136719,331.2099914550781,328.0478820800781,29503100,Microsoft
2023-05-31,332.2900085449219,335.94000244140625,327.3299865722656,328.3900146484375,325.25482177734375,45950600,Microsoft
2023-06-01,325.92999267578125,333.5299987792969,324.7200012207031,332.5799865722656,329.40478515625,26773900,Microsoft
2023-06-02,334.25,337.5,332.54998779296875,335.3999938964844,332.1979064941406,25864000,Microsoft
2023-06-05,335.2200012207031,338.55999755859375,334.6600036621094,335.94000244140625,332.7327575683594,21307100,Microsoft
2023-06-06,335.3299865722656,335.3699951171875,332.1700134277344,333.67999267578125,330.4942932128906,20396200,Microsoft
2023-06-07,331.6499938964844,334.489990234375,322.5,323.3800048828125,320.2926330566406,40717100,Microsoft
2023-06-08,323.94000244140625,326.6400146484375,323.3500061035156,325.260009765625,322.15472412109375,23277700,Microsoft
2023-06-09,324.989990234375,329.989990234375,324.4100036621094,326.7900085449219,323.67010498046875,22514900,Microsoft
2023-06-12,328.5799865722656,332.1000061035156,325.1600036621094,331.8500061035156,328.6817626953125,24260300,Microsoft
2023-06-13,334.4700012207031,336.9800109863281,330.3900146484375,334.2900085449219,331.0985412597656,22951300,Microsoft
2023-06-14,334.3399963378906,339.0400085449219,332.80999755859375,337.3399963378906,334.119384765625,26003800,Microsoft
2023-06-15,337.4800109863281,349.8399963378906,337.20001220703125,348.1000061035156,344.7766418457031,38899100,Microsoft
2023-06-16,351.32000732421875,351.4700012207031,341.95001220703125,342.3299865722656,339.06170654296875,46533600,Microsoft
2023-06-20,339.30999755859375,342.0799865722656,335.8599853515625,338.04998779296875,334.82257080078125,26375400,Microsoft
